chassis_code,trim,engine_code,engine,fuel,year_range,confidence,verified,notes
G29,M40i,B58,3.0L turbo I6 gas,gas,2019-2026,high,no,
E84,sDrive28i,N20,2.0L turbo I4 gas,gas,2013-2015,high,no,
E84,xDrive28i,N52,3.0L N/A I6 gas,gas,2013-2013,high,yes,Earliest 2013 xDrive28i shipped with N52 before N20 (owner-verified).
E84,xDrive28i,N20,2.0L turbo I4 gas,gas,2013-2015,high,no,Mainstream N20.
E84,xDrive35i,N55,3.0L turbo I6 gas,gas,2013-2015,high,no,
F48,sDrive28i,B46,2.0L turbo I4 gas,gas,2016-2022,high,no,B46 (B48 family US variant).
F48,xDrive28i,B46,2.0L turbo I4 gas,gas,2016-2022,high,no,
U11,xDrive28i,B48,2.0L turbo I4 gas,gas,2023-2026,high,no,
U11,M35i,B48,2.0L turbo I4 gas (high output),gas,2023-2026,high,no,~312hp.
F39,sDrive28i,B46,2.0L turbo I4 gas,gas,2018-2023,high,no,
F39,xDrive28i,B46,2.0L turbo I4 gas,gas,2018-2023,high,no,
F39,M35i,B48,2.0L turbo I4 gas (high output),gas,2019-2023,high,no,~302hp.
U10,xDrive28i,B48,2.0L turbo I4 gas,gas,2024-2026,high,no,
U10,M35i,B48,2.0L turbo I4 gas (high output),gas,2024-2026,high,no,~312hp.
E83,2.5i,M54,2.5L N/A I6 gas,gas,2004-2006,high,no,Pre-facelift M54B25.
E83,3.0i,M54,3.0L N/A I6 gas,gas,2004-2006,high,no,Pre-facelift M54B30.
E83,3.0si,N52,3.0L N/A I6 gas,gas,2007-2010,high,no,Facelift N52B30.
E83,xDrive30i,N52,3.0L N/A I6 gas,gas,2009-2010,high,no,Renamed 3.0si; same N52.
F25,xDrive28i,N52,3.0L N/A I6 gas,gas,2011-2012,high,no,Early F25 N52 before N20.
F25,xDrive28i,N20,2.0L turbo I4 gas,gas,2013-2017,high,no,Switched to N20 for 2013+.
F25,xDrive35i,N55,3.0L turbo I6 gas,gas,2011-2017,high,no,N55B30.
F25,xDrive28d,N47,2.0L turbo I4 diesel,diesel,2015-2017,high,no,N47 diesel.
F25,sDrive28i,N20,2.0L turbo I4 gas,gas,2013-2017,high,no,RWD N20.
G01,sDrive30i,B48,2.0L turbo I4 gas,gas,2018-2024,high,no,RWD.
G01,xDrive30i,B48,2.0L turbo I4 gas,gas,2018-2024,high,no,
G01,M40i,B58,3.0L turbo I6 gas,gas,2018-2024,high,no,
G01,xDrive30e,B48,2.0L turbo I4 gas + electric (PHEV),phev,2020-2024,high,no,
G45,X3 30 xDrive,B48,2.0L turbo I4 gas (MHEV),gas,2025-2026,high,no,
G45,X3 M50 xDrive,B58,3.0L turbo I6 gas (MHEV),gas,2025-2026,high,no,
F26,xDrive28i,N20,2.0L turbo I4 gas,gas,2015-2018,high,no,
F26,xDrive35i,N55,3.0L turbo I6 gas,gas,2015-2018,high,no,
F26,M40i,N55,3.0L turbo I6 gas,gas,2016-2018,high,yes,F26 M40i stayed N55 the entire run; never got B58 (owner-verified).
G02,xDrive30i,B48,2.0L turbo I4 gas,gas,2019-2025,high,no,
G02,M40i,B58,3.0L turbo I6 gas,gas,2019-2025,high,no,
F97,X3 M,S58,3.0L twin-turbo I6 gas,gas,2020-2024,high,no,
F97,X3 M Competition,S58,3.0L twin-turbo I6 gas (higher tune),gas,2020-2024,high,no,~503hp.
F98,X4 M,S58,3.0L twin-turbo I6 gas,gas,2020-2025,high,no,
F98,X4 M Competition,S58,3.0L twin-turbo I6 gas (higher tune),gas,2020-2025,high,no,~503hp.
E53,3.0i,M54,3.0L N/A I6 gas,gas,2000-2006,high,no,M54B30.
E53,4.4i,M62,4.4L N/A V8 gas,gas,2000-2003,high,no,Pre-facelift M62TU.
E53,4.4i,N62,4.4L N/A V8 gas,gas,2004-2006,high,no,Facelift switched to N62B44.
E53,4.6is,M62,4.6L N/A V8 gas,gas,2002-2003,high,no,"M62B46 sport, pre-facelift."
E53,4.8is,N62,4.8L N/A V8 gas,gas,2004-2006,high,no,N62B48 flagship.
E70,3.0si,N52,3.0L N/A I6 gas,gas,2007-2008,high,no,Renamed xDrive30i in 2009.
E70,4.8i,N62,4.8L N/A V8 gas,gas,2007-2008,high,no,Renamed xDrive48i in 2009.
E70,xDrive30i,N52,3.0L N/A I6 gas,gas,2009-2010,high,no,Post-2009 naming of 3.0si.
E70,xDrive48i,N62,4.8L N/A V8 gas,gas,2009-2010,high,no,Post-2009 naming of 4.8i.
E70,xDrive35i,N55,3.0L turbo I6 gas,gas,2011-2013,high,no,LCI N55.
E70,xDrive50i,N63,4.4L twin-turbo V8 gas,gas,2011-2013,high,no,LCI N63.
E70,xDrive35d,M57,3.0L turbo I6 diesel,diesel,2009-2010,high,no,M57 diesel.
F15,sDrive35i,N55,3.0L turbo I6 gas,gas,2014-2018,high,no,RWD.
F15,xDrive35i,N55,3.0L turbo I6 gas,gas,2014-2018,high,no,AWD.
F15,xDrive35d,N57,3.0L turbo I6 diesel,diesel,2014-2018,high,no,
F15,xDrive40e,N20,2.0L turbo I4 gas + electric (PHEV),phev,2016-2018,high,no,PHEV badged 40e.
F15,xDrive50i,N63,4.4L twin-turbo V8 gas,gas,2014-2018,high,no,
G05,xDrive40i,B58,3.0L turbo I6 gas (MHEV),gas,2019-2026,high,no,
G05,sDrive40i,B58,3.0L turbo I6 gas (MHEV),gas,2020-2026,high,no,RWD.
G05,M50i,N63,4.4L twin-turbo V8 gas,gas,2020-2022,high,no,N63 M Performance (not S63); replaced by M60i in 2023.
G05,M60i,N63,4.4L twin-turbo V8 gas (MHEV),gas,2023-2026,high,no,N63 (not S63); successor to M50i.
G05,xDrive45e,B58,3.0L turbo I6 gas + electric (PHEV),phev,2021-2023,high,no,
G05,xDrive50e,B58,3.0L turbo I6 gas + electric (PHEV),phev,2024-2026,high,no,Successor to 45e (LCI).
E71,xDrive35i,N54,3.0L twin-turbo I6 gas,gas,2008-2010,high,no,Early X6 N54.
E71,xDrive35i,N55,3.0L turbo I6 gas,gas,2011-2014,high,no,Switched to N55 for 2011+.
E71,xDrive50i,N63,4.4L twin-turbo V8 gas,gas,2008-2014,high,no,
E71,ActiveHybrid X6,N63,4.4L twin-turbo V8 gas + electric,phev,2010-2011,medium,no,"N63 V8 two-mode hybrid (full hybrid, small battery)."
F16,sDrive35i,N55,3.0L turbo I6 gas,gas,2015-2019,high,no,RWD.
F16,xDrive35i,N55,3.0L turbo I6 gas,gas,2015-2019,high,no,AWD.
F16,xDrive50i,N63,4.4L twin-turbo V8 gas,gas,2015-2019,high,no,
G06,sDrive40i,B58,3.0L turbo I6 gas,gas,2020-2026,high,no,RWD.
G06,xDrive40i,B58,3.0L turbo I6 gas (MHEV),gas,2020-2026,high,no,AWD.
G06,M50i,N63,4.4L twin-turbo V8 gas,gas,2020-2022,high,no,N63; replaced by M60i in 2023.
G06,M60i,N63,4.4L twin-turbo V8 gas (MHEV),gas,2023-2026,high,no,N63 (not S63).
G07,xDrive40i,B58,3.0L turbo I6 gas (MHEV),gas,2019-2026,high,no,
G07,xDrive50i,N63,4.4L twin-turbo V8 gas,gas,2019-2022,high,no,Pre-LCI; replaced by M60i in 2023.
G07,M50i,N63,4.4L twin-turbo V8 gas,gas,2020-2022,high,no,N63 M Performance.
G07,M60i,N63,4.4L twin-turbo V8 gas (MHEV),gas,2023-2026,high,no,Replaced 50i and M50i at LCI.
G07,Alpina XB7,N63,4.4L twin-turbo V8 gas (Alpina),gas,2021-2026,high,no,Alpina-tuned N63.
E70 X5 M,X5 M,S63,4.4L twin-turbo V8 gas,gas,2010-2013,high,no,S63 first-gen M V8.
F85,X5 M,S63,4.4L twin-turbo V8 gas,gas,2015-2018,high,no,S63B44T2.
F95,X5 M,S63,4.4L twin-turbo V8 gas (MHEV),gas,2020-2026,high,no,S63B44T4 48V.
F95,X5 M Competition,S63,4.4L twin-turbo V8 gas (higher tune),gas,2020-2026,high,no,
E71 X6 M,X6 M,S63,4.4L twin-turbo V8 gas,gas,2010-2014,high,no,S63 first-gen.
F86,X6 M,S63,4.4L twin-turbo V8 gas,gas,2015-2019,high,no,S63B44T2.
F96,X6 M,S63,4.4L twin-turbo V8 gas (MHEV),gas,2020-2026,high,no,S63B44T4.
F96,X6 M Competition,S63,4.4L twin-turbo V8 gas (higher tune),gas,2020-2026,high,no,
I01,i3,EV-single-motor,Single rear electric motor (BEV),ev,2014-2021,high,no,RWD BEV.
I01,i3s,EV-single-motor,"Single rear electric motor (BEV, higher output)",ev,2018-2021,high,no,Sport variant.
I01,Range Extender (REx),REx,EV + 647cc 2-cyl gas range-extender generator,phev,2014-2021,high,no,Gas engine is a generator only; does not drive wheels.
I12,i8,B38,"1.5L turbo I3 gas + electric (PHEV, AWD)",phev,2014-2020,high,no,B38 rear + e-motor front.
I15,i8 Roadster,B38,"1.5L turbo I3 gas + electric (PHEV, AWD)",phev,2019-2020,high,no,Convertible; larger battery.
G26 (i4),eDrive35,EV-single-motor,Single electric motor RWD (BEV),ev,2022-2026,high,no,"Entry i4, smaller battery."
G26 (i4),eDrive40,EV-single-motor,Single electric motor RWD (BEV),ev,2022-2026,high,no,
G26 (i4),xDrive40,EV-dual-motor,Dual electric motor AWD (BEV),ev,2023-2026,high,no,
G26 (i4),M50,EV-dual-motor,Dual electric motor AWD performance (BEV),ev,2022-2026,high,no,
G26 (i4),M60,EV-dual-motor,Dual electric motor AWD (BEV),ev,2022-2026,low,no,"US i4 flagship is M50, not M60 - likely does not exist; verify/remove."
G60 (i5),eDrive40,EV-single-motor,Single electric motor RWD (BEV),ev,2024-2026,high,no,
G60 (i5),xDrive40,EV-dual-motor,Dual electric motor AWD (BEV),ev,2024-2026,high,no,
G60 (i5),M60,EV-dual-motor,Dual electric motor AWD performance (BEV),ev,2024-2026,high,no,i5 M60 xDrive.
G70 (i7),eDrive50,EV-single-motor,Single electric motor RWD (BEV),ev,2024-2026,high,no,
G70 (i7),xDrive60,EV-dual-motor,Dual electric motor AWD (BEV),ev,2023-2026,high,no,Launch variant.
G70 (i7),M70,EV-dual-motor,Dual electric motor AWD performance (BEV),ev,2024-2026,high,no,
I20,xDrive50,EV-dual-motor,Dual electric motor AWD (BEV),ev,2022-2024,high,no,Launch; superseded by xDrive60 (LCI).
I20,M60,EV-dual-motor,Dual electric motor AWD performance (BEV),ev,2022-2025,high,no,Superseded by M70 (LCI).
I20,xDrive45,EV-dual-motor,Dual electric motor AWD (BEV),ev,2025-2026,high,no,LCI entry.
I20,xDrive60,EV-dual-motor,Dual electric motor AWD (BEV),ev,2025-2026,high,no,"LCI, larger battery."
I20,M70,EV-dual-motor,Dual electric motor AWD performance (BEV),ev,2025-2026,high,no,LCI flagship.
